sku,product_name,barcode,revenue,quantity
BURNERD-38-6,Blade Burner | Double Willow Spinnerbait - 3/8oz / White/White,,877.0,105
R1175-UVWS,Hardcore Noi-Z Jr - Smelt,,875.31,82
CH-CAM-GY-M,Camo MONSTERBASS Nation Hat,,871.0,57
WPL75/28,Whopper Plopper - 75 / Bluegill,,867.38,62
INCISION-22,Incision 69mm Lipless Crankbait - Candy Apple Craw,,862.3,99
JLD3-P001,JLD Series 3 Jerkbait - Silver Back,,853.71,97
multi-1024,Platinum - Bass & Panfish 12 Month: October 2024,,852.0,88
PATRIOT-35,The Patriot v3.0 - Ghost Shad,,849.8,83
MB-HHEAD-SSHAD,Hammerhead Squarebill – Alex Rudd Edition - Summer Shad,,844.74,94
BMFW7-MM,Flow Worm | BASSMOOCH - Matt's Money,,840.61,240
SR30A,Quantum Strategy SR30A Spinning Reel,,836.77,24
CH-BLK-OR-M,Black MONSTERBASS Nation Hat,,830.4,50
MB-HHEAD-SCRAW,Hammerhead Squarebill – Alex Rudd Edition - Spring Craw,,822.87,95
USJ786-38-BCW-1,Mustad 3/8 oz Underspin Shad - Blue/Chartreuse/White,,817.77,258
FLATLINE-14,Flatline - Chartreuse Black Back,810103810525,811.88,100
MB-HHEAD-CBB,Hammerhead – Alex Rudd Edition - Charteuse Black Back,,809.29,90
MB-HHEAD-CMONSTER,Hammerhead – Alex Rudd Edition - Craw Monster,,809.27,90
S12-43,Seeker 12 - LIMITED EDITION: Orange Julius,,804.75,73
rod-test-split,Free Gift Voucher - Fishing Rod Casting Combo,,799.95,5
OLS731MH40,OL' Salty Spinning Combo - Ol' Salty 7'3 MH spinning combo w/ 4000 Reel,842424113115,794.93,7
mb-subscription-1223-platinum,The Dark Horse Box,,792.99,21
USJ786-38-SB-1,Mustad 3/8 oz Underspin Shad - Shad,,789.82,222
BB-DEF-GS,Defender Squarebill - Ghost Shad,608011177294,789.14,88
B8-JB-BLUEGILL,Holo ShineR - Bluegill,,787.6,88
44FINSWIM-04,"Finesse Swimmer - 4.4"" / Tennessee Shad",,784.69,131
CBJH38-17,Z-Man ChatterBait JackHammer - 3/8oz / Spring Craw,,783.51,49
MLF-215,6th Sense Crush Squarebill,,778.3,85
TCVSJ38-288,Strike King Thunder Cricket - 3/8 oz / Mouse,,776.42,58
multi-0924,Platinum - Bass & Panfish 3 Month: September 2024,,772.95,76
SB-10,SquareBanger - Bluegill,,770.73,93
112P-CAMO-FLAG,Stars & Stripes Camo,,768.0,32
FLATLINE-22,Flatline - Candy Apple Craw,810103810563,767.84,94
BB-38,Vibemaster Blade Bait - Gold Dust,,760.0,95
QT-SWB-LGSILVER,Large Switch Blade - Silver,,755.06,320
MM-46,Mad Max v3.0 - Money Gill,,753.46,88
gold-0724,July 2024 - Gold,,750.0,30
MISC-XRM,March's Mystery Jerkbait,,748.5,150
QT-SWB-LGGOLD,Large Switch Blade - Gold,,747.64,320
KF-FREAK-INDIGLO,KCL Freak 1.5 Squarebill - Indiglo Bone,,743.89,89
PATRIOT-3,The Patriot v3.0 - Black Mamba,,738.81,72
sku-51979285430588,"**NEW** Heater Body Suit Xtreme Realtree Edge - Large (5'8"" - 6')",,738.0,2
MB-TFJ-38-BB,Tungsten Football Jig - Black & Blue,656750686690,736.8,125
mb-subscription-230106,October 2023 - Gold Series,,734.0,25
QT-SWB-LGBLACK,Large Switch Blade - Black,,730.74,311
JLEESP30,Jordan Lee Spinning Reel,,729.6,8
VF-JERK100-BLKJACK,Herky Jerky - Black Jack,,727.28,82
LH-Bundle1,Lunkerhunt Topwater Extravaganza,,720.0,20
misc-zgoat,July's Member Exclusive Z-Man Baits,,717.6,240
PATRIOT-24,The Patriot v3.0 - LIMITED EDITION: Creamsicle,,716.75,57
mb-ragnar-ss,July's Member Exclusive Topwater Bait,,712.81,119
FJ6,Hendrix Fishing Voodoo Frog - Green,,711.75,65
BDTRK303,Rackit Squarebill,,711.11,89
BB-DEF-CBB,Defender Squarebill - Chartreuse Black Back,608011177256,709.22,79
HOPPER55-GRSHPR,Hopper 55 - Grasshopper,,708.58,142
MB-GCARD-50,Gift Cards - $50 Gift Card,,700.0,14
BB-22,Vibemaster Blade Bait - Red Craw,,688.0,86
BURNERD-12-1,Blade Burner | Double Willow Spinnerbait - 1/2oz / Chad Spawn,,687.0,79
GP-PROTECT-4,Guaranteed Shipping Protection - Level 4,,686.0,140
MB-TFJ-38-PBJ,Tungsten Football Jig - Peanut Butter & Jelly,656750686720,682.5,114
CL-BONE-L,UV Moisture Wicking Sunshirt - L,,679.0,24
MB-SHHEAD-PERP,Hammerhead Squarebill – Alex Rudd Edition - Perp,656750687833,676.07,80
VF-CRANK4-BLUE,MC65 Series 4 - Bluegill,,672.27,75
silver-0325-old,Z-Man JackHammer Finesse Box,,672.0,28
INCISION-30,Incision 69mm Lipless Crankbait - Ghost Blue,,664.05,76
MB-LL68-CMONSTER,Incision 69 Lipless - Craw Monster,656750687116,663.43,77
MM-45,Mad Max v3.0 - Midnight Run,,661.58,78
DEW-45-XL,THE Tee (L-XL) - XL,,660.0,33
MB-HAT-112-RETROBLACK,Retro Logo Hat,,660.0,33
sku-46021792530688,Cowboy Bull Cutter Knives – Custom Handmade Damascus Steel Blade,,660.0,6
MB-MCRANK-46-CRACKED,Seeker 6 v1.0 - Cracked,656750686959,659.24,88
INCISION-39,Incision 69mm Lipless Crankbait - Green Gill,,658.9,75
60,Hendrix Fishing Voodoo Frog - White,,655.2,62
MM-40,Mad Max v3.0 - Green Sexy,,654.49,76
FLATLINE-23,Flatline - Crawlicious,810103810549,652.95,81
MBVS-3700,The Vault - Crankbait & Jerkbait Box,,647.8,25
LH-Bundle3,Lunkerhunt Hard Bait Bundle,,640.0,22
CSPS,"Custom Speed Stick 6'10"" Casting - Soft Plastic Rod",,639.96,4
TS115-4,Ark Topwater Slider - 4 Pack,,639.7,25
MM-7,Mad Max v3.0 - Blue Chrome,,638.54,75
VF-FROG-4,Vicious Pad Runner 4 Pack,,637.46,25
BURNERD-38-5,Blade Burner | Double Willow Spinnerbait - 3/8oz / Sexy Cracks,,631.6,76
MB-LL68-BCHROME,Incision 69 Lipless - Blue Chrome,656750687093,630.67,73
SS4500-GM-DEW-XL,"Limited Edition MB Hoodie (L, XL, 3X) - XL",,630.0,18
ICBM120/08,River2Sea ICBM Glide Bait - Bone,,625.9,80
1701-01,GRANDEBASS Sticker,,616.0,308
SRW01F65-6,Bucket Get'R Frog - Jack,,611.53,75
BURNERD-12-6,Blade Burner | Double Willow Spinnerbait - 1/2oz / White/White,,609.0,73
MB-NEDEWG-BLKBL-316,Sabertooth EWG Ned Heads - 3/16oz / Black & Blue,656750687321,605.36,184
MB-TFW-34-2,Tungsten Flipping Weights - 3/4oz - 2 pack,656750686348,595.0,70
6965525_8749,MONSTER/BASS Trucker Cap - Brown/ Khaki,,594.0,27
BB-BDAWG-CRAW,Bruiser Cruiser Crankbait - Craw,,593.34,66
MB-HHEAD-SUNNYB,Hammerhead – Alex Rudd Edition - Sunny B,656750686157,592.55,66
60204,Buzz Frog - Brown Rattler,,584.53,74
gold-1125,Gold Monthly: November 2025 - 1 Month,,582.92,20
sticker-rockon,Fish On,,582.0,291
MB-TPP-TFP-38,Tungsten Pro Pack - Texas Rig / Flipping - 3/8oz,656750687215,578.0,77
CBSB12-05,Jack Hammer Stealth Blade - Spot Remover / 1/2oz,,575.89,36
RLHG-MISC,The Hand Grenade,,573.8,34
OLS731M30,OL' Salty Spinning Combo - Ol' Salty 7'3 Medium spinning combo w/ 3000 Reel,842424113108,569.95,5
MB-LL68-CRAWLIC,Incision 69 Lipless - Crawlicious,656750687123,568.94,66
MB-JERKBAIT-PERCH,The Original Slick Stick 110 Jerkbait,,568.0,71
MB-TFJ-38-CAMOC,Tungsten Football Jig - Camo Craw,656750686713,567.0,95
BURNERD-12-3,Blade Burner | Double Willow Spinnerbait - 1/2oz / Morning Dawn,,560.0,68
ICBM120/04,River2Sea ICBM Glide Bait - Mullet Shad,,559.39,61
FGLT404,Froglet - Bluegill,,558.0,62
SB-22,SquareBanger - Candy Apple Craw,,557.78,67
silver-0825-old,The Shoreline Strike Box,,552.0,23
MB-SHIRT-RR-BLKH-L,Epic Eric's River Rat Tee - L,,550.0,32
MB-SS99-GBLACK,Slick Stick 99 - old packaging - Ghost Pro Black,656750687789,543.41,65
VF-BEAVER-01-06,Angry Beaver - Talapia,,543.27,226
BURNERD-38-3,Blade Burner | Double Willow Spinnerbait - 3/8oz / Morning Dawn,,542.0,65
MB-GCARD-20,Gift Cards - $20 Gift Card,,540.0,27
MB-NEDEWG-GREENP-18,Sabertooth EWG Ned Heads - 1/8oz / Green Pumpkin,656750687307,536.27,163
sticker-dead2,Deadliest Catch Part 2,,536.0,268
BEET03,Battle Beetle - Timber,,535.47,54
VF-JERK100-SEXY,Herky Jerky - Sexy,,534.45,60
SSPOP-10022,SteelShad Topwater Popper - Green,,531.0,59
KF-FREAK-PWHITE,KCL Freak 1.5 Squarebill - Pearl White,,528.13,96
CBSB38-05,Jack Hammer Stealth Blade - Spot Remover / 3/8oz,,527.91,33
Sticker-Coors,Coors Sticker,,526.0,263
SS3PACK-10195,Pro Series - 3 Pack - Green Bass Pack,,523.81,31
BB-70,Vibemaster Blade Bait - Purple Haze,,520.0,65
FACESHIELD-M,UPF 50+ Face Shield,,520.0,52
GP-PROTECT-5,Guaranteed Shipping Protection - Level 5,,517.44,66
MB-LL68-GBLUE,Incision 69 Lipless - Ghost Blue,656750687130,516.6,60
BURNERD-38-1,Blade Burner | Double Willow Spinnerbait - 3/8oz / Chad Spawn,,515.0,61
INCISION-23,Incision 69mm Lipless Crankbait - Crawlicious,,514.75,59
TCVSJ12-453,Strike King Thunder Cricket - 1/2 oz / Olive Shad,,514.62,38
MB-SHIRT-RR-BLKH-XL,Epic Eric's River Rat Tee - XL,,514.0,28
REYE38CW-3,Red Eye Special Spinnerbait,,510.27,73
MB-WINDB-CLASSIC-L-BLKCAMO,Lightweight Water Resistant Jacket - L / Black Camo,,510.0,17
1630-270,"6.5"" Airtail Wiggler - Black Blue Flake",,509.77,73
VF-BEAVER-06-06,Angry Beaver - Green Pumpkin Blue Swirl,,509.3,219
MB-MCRANK-46-CMONSTER,Seeker 6 v1.0 - Craw Monster,656750686904,508.0,67
112-BLK-SUN,Rise & Shine Hat - Black,,506.0,23
TS115-12,Ark Topwater Slider - Black Blue,,503.89,56
FJ1,Hendrix Fishing Voodoo Frog - Black,,503.7,46
sku-50188769788201,Wild Game Processors – 6-Piece Damascus Steel Knife Set with Buffalo Horn Handles - Buffalo horn handle Set,,500.0,2
KFK-SUPER-FBM,"MONSTERBASS Kids Fishing Gear Set - Lure Making Kit for Beginners, Includes Bait Bag, Lure Blanks to Paint, Paint Kit & Brushes, Guidebook & Stickers - Creative Fishing Gear for Kids",,499.5,10
BB-55,Vibemaster Blade Bait - Silver Craw,,496.0,62
1630-222,"6.5"" Airtail Wiggler - June Bug",,495.79,71
GRND3-KSG,"Grenade 2.75"" - Kissimmee Gill",,494.96,141
10067/15,Googan Squad Flouro Carbon Line - 15 lb,,492.7,30
TP70-16,Ark Topwater Popper - Sexy Shad,,492.46,55
SS4500-GM-DEW-L,"Limited Edition MB Hoodie (L, XL, 3X) - L",,490.0,13
PATRIOT-30,The Patriot v3.0 - Ghost Blue,,488.81,47
MB-TFW-38-B,Tungsten Flipping Weights - 3/8oz - 1 pack,,485.5,195
BURNERD-12-2,Blade Burner | Double Willow Spinnerbait - 1/2oz / Chartreuse/White,,485.2,58
BURNERD-38-4,Blade Burner | Double Willow Spinnerbait - 3/8oz / Oneida Perch,,485.0,58
MB-TFJ-38-GPB,Tungsten Football Jig - Green Pumpkin & Black,656750686706,484.8,82
S-474F,"LUNKERSTICK Pro Series - Spinning: 7'4"" Medium - Fast",810103811010,479.85,3
IMSBL03,Impact Shock 2F - Shock Yellow,,476.0,68
LL-34,Walking Boss II Magnum - MagJuvenile Pike,,474.78,22
SS4500-GM-DEW-3X,"Limited Edition MB Hoodie (L, XL, 3X) - 3X",,474.0,13
BB-7,Vibemaster Blade Bait - Blue Chrome,,472.0,59
ICBM120/09,River2Sea ICBM Glide Bait - Perch,,471.41,59
HBRH05,Reckless Roach - Charcoal,,470.0,47
MONSTERS-344-XL,MONSTERS Tee - XL,,468.0,41
JJ-PW,December's Mystery Soft Plastics,,464.96,154
R1175-UVC,Hardcore Noi-Z Jr - UV Citrus,,463.75,46
lp-iabm,I'm a Bass Man License Plate Frame,,463.47,53
MB-HWORM-PB,The Dirk Wiggler - Smuckers,,461.16,84
MB-SS99-GSEXY,Slick Stick 99 - old packaging - Ghost Sexy,656750687772,460.98,55
1105-01,5mm Glass Rattles,,458.04,96
GUIDEPROTECTION-2,Guide Package Protection - $1.96,,456.68,233
mb-subscription-psw-alt,Platinum: West: Every Other Month,,456.0,12
BURNERD-38-2,Blade Burner | Double Willow Spinnerbait - 3/8oz / Chartreuse/White,,453.0,54
BURNERD-12-5,Blade Burner | Double Willow Spinnerbait - 1/2oz / Sexy Cracks,,453.0,54
MB-SS99-GBLUE,Slick Stick 99 - old packaging - Ghost Pro Blue,656750687765,450.96,53
MB-GCARD-150,Gift Cards - $150 Gift Card,,450.0,3
IMPOP03,Impact Crush - Patriot,,448.0,64
CBWV38-03PK2,Chatterbait Willow Vibe - Shiner,,447.93,72
VF-CRANK4-SHAD,MC65 Series 4 - Green Sexy,,447.52,50
MB-TTDRC-18-4,Tungsten Drop Shot Weights - Casting / 1/8 oz - 4 pack,,447.0,90
BIGGS10004D,Googan Squad Flat Banger - 1/2oz 2.5'',,446.0,58
KF-FREAK-SEXY,KCL Freak 1.5 Squarebill - Sexy Shad,,444.91,53
MB-RS-TH,The Flutter Worm - Trophy Killer,,443.82,78
GP-PROTECT-3,Guaranteed Shipping Protection - Level 3,,442.96,113
GT375-320PK4,Goat - The Deal,,440.0,80
sku-46036050084096,"Buckaroo Belt Knife – 8"" Handmade Rasp Steel Blade with Epoxy Pine Cone Handle & Western Leather Sheath",,440.0,4
VF-CRANK4-GSHAD,MC65 Series 4 - Ghost Shad,,438.53,49
gold-0424-new,Fishing From The Dock Bundle 424,,435.0,15
PATRIOT-6,The Patriot v3.0 - Blue Chartreuse,,433.86,42
Ragnar-70,Ragnar - Purple Haze,,433.74,36
CB38-11,Original Chatterbait - Blue/Black,,431.1,90
PKG1001,"18.5"" Classic Pit Barrel® Cooker - Just the PBC",857212003028,429.99,1
SB-24,SquareBanger - LIMITED EDITION: Creamsicle,,428.67,33
gold-paid-monthly-1,Gold Monthly Pass - 1 Month,,428.35,13
MRCSLC-227,Mr. Crappie Slabalicious - Monkey Shine,,428.0,107
511-hgryblk-Bpuffm,Flat Bill Puff Logo Hat - Black,,428.0,18
RCRPK,Eagle Claw Crappie/Panfish Kit,,427.85,43
KF-FREAK-SSPECIAL,KCL Freak 1.5 Squarebill - Sabatini Special,,427.54,73
GT375-349PK4,September's Mystery Soft Plastics,,426.72,136
MB-MCRANK-8-CBB,Seeker 8 - Chartreuse Black Back,656750686973,425.32,49
HT-Q,Jersey Pickles Hot Pickled Green Tomatoes - QUART,789091391425,425.31,29
MB-NEWG-C-18,Sabertooth EWG Ned Heads - 1/8oz / Chartreuse,,424.41,129
MB-HOODIE-CLASSIC-L-BLKCAMO,Black Camo Hoodie (L) - L,,421.9,14
MB-PATRIOT3-BABYRAGNAR,October's Mystery Hard Bait,656750687406,420.15,86
112P-CAMOBLK-TRAP,Trap Hat - Camo,,420.0,21
silver-0524,Silver Monthly: May 2024,,420.0,21
mb-subscription-south-alt,Platinum Series South: every other month,,418.0,11
PPS38-BB,Pacemaker Swim Jig - 3/8oz / Black Blue,,414.0,69
PPS12-TS,Pacemaker Swim Jig - 1/2oz / Threadfin Shad,,414.0,69
VF-CRANK4-CHART,MC65 Series 4 - Chartreuse Black Back,,413.54,46
6373292_10783,MONSTER/BASS Hoodie - Black / 2XL,,410.0,10
CB38-61,Original Chatterbait - Chart/White  Gold,,409.57,85
32125,Hot Shot Minnow - BP Special,,408.46,71
DOB-DBBS38-121,Dobyn's D Blade Spinnerbait - Shimmer Shad Colorado Willow,,407.52,48
GRND3-BNE,"Grenade 2.75"" - Bone",,406.82,127
B8-USS-B8FISH,Ultimate Strike Shad - B8Fish,,403.19,45
donation-100,"Join the $10,000 Challenge to Support Our Veterans - $100",,400.0,4
SSINK-92PK6,ZinkerZ - Watermelon Candy,,399.2,80
SRW01F65-2,Bucket Get'R Frog - Bone,,397.55,46
MB-TFW-38,3/8 oz. Tungsten Flipping Weight,,397.47,153
GOLD-0324,Gold 3 Month: March 2024 - 3 Month,,396.0,21
MB-SHHEAD-10K,Hammerhead Squarebill – Alex Rudd Edition - 10k,656750687857,395.68,47
FJ4,Hendrix Fishing Voodoo Frog - Gold,,394.2,36
LH-BEJ-ASST,Big Eye Tail Spin,,394.05,71
MB-POPPER2-MIDNIGHT,Mad Max Popper - Midnight Run,656750687185,393.0,49
MB-SS99-CLOWN,Slick Stick 99 Floating - Clown,656750687802,391.49,46
VF-BEAVER-07-06,Angry Beaver - Hematoma,,390.81,174
VF-POP-BLACK,V-Pop 80 Popper - Blackout,,390.61,44
D45Z-MB-4/0-3PK,"Fat Gap, 4/0 Bleeding EWG",,390.0,130
WPL90/23,Whopper Plopper - 90 / Terminator,,388.71,29
VF-POP-GILL,V-Pop 80 Popper - Green Gill,,388.63,44
GMIN-27PK6,Z-Man MinnowZ - Pearl Blue Glimmer,,388.0,97
ICBM120/07,River2Sea ICBM Glide Bait - Powder,,385.11,39
VF-BEAVER-04-06,Angry Beaver - PB&J Laminate,,380.46,140
BMFW7-WR,Flow Worm | BASSMOOCH - Watermelon Red,,379.65,96
3001-69-M-Xl,Orange Crush Logo Tee (L-2X) - XL,,378.0,18
CBWV38-01PK2,Chatterbait Willow Vibe - 3/8oz / Pearl,,373.34,60
MB-TFJ-38-CNDYC,Tungsten Football Jig - Candy Craw,656750686744,372.0,62
MB-TTDRC-14-2,Tungsten Drop Shot Weights - Casting / 1/4 oz - 2 pack,,370.4,94
sku-51979285397820,"**NEW** Heater Body Suit Xtreme Realtree Edge - Small/Medium (5'4"" - 5'8"")",,369.0,1
sku-51979285496124,"**NEW** Heater Body Suit Xtreme Realtree Edge - XXLarge (6'4"" - 6'8"")",,369.0,1
MB-HWORM-WRC,The Dirk Wiggler - Watermelon Red Chartreuse,,367.83,67
FLATLINE-40,Flatline - Green Sexy,810103810556,365.94,45
WPL75/13,Whopper Plopper - 75 / Munky Butt,,363.74,26
VF-CRANK3-BLUE,SC-70 Crankbait - Spring Bluegill,,363.64,41
MB-HAT-MB-PUFF-NAVY,Puffmaster Classic Trucker - 112RE,,360.0,18
6373292_10782,MONSTER/BASS Hoodie - Black / XL,,360.0,9
sku-46485398257920,Handcrafted Cowboy Knife with Rasp Blade & Resin Handle – Leather Sheath,,360.0,3
sku-28802581200960,Raindrop Damascus Steel ULU Knife,,360.0,3
INV100S.SC3,Quantum Invade 100 Baitcast Reel,,359.92,8
BURNERD-12-4,Blade Burner | Double Willow Spinnerbait - 1/2oz / Oneida Perch,,359.0,43
mb-amz-multi,Amazon Multispecies Box,,356.44,9
SB-23,SquareBanger - Crawlicious,,354.81,42
CT3-5-19,Member Exclusive: ARK Squarebill,,353.88,54
MB-TJIG-3,Tungsten Football Jig - 3 Pack,,352.0,22
VF-BEAVER-03-06,Angry Beaver - Orange Craw Swirl,,351.86,132
sku-46372354392320,"Western Cowboy Knife – Damascus Steel, Pine Cone Resin & Brass Handle",,351.0,3
donation-50,Donation to Support Veteran Families - $50,,350.0,7
sku-26902748528704,Beautiful Custom Handmade Damascus Steel Steak Knives - Five Piece Set ( Exact on Picture With Different Material Handle ),,350.0,1
sku-46494202691840,Ranch Cowboy Knives – Handmade Rasp Tool Blade with Pine Cone Handle 8,,348.0,3
VF-FROG-GREEN,The Pad Runner - Green,,346.67,40
MB-SHIRT-RAG-HCEM-XL,Epic Eric's Rise n' Glide - XL,,344.0,19
platinum-multi-paid-monthly-12,Platinum Monthly Pass - Bass & Panfish / 12 Months,,341.55,9
BB-BDAWG-SCALES,Bruiser Cruiser Crankbait - Scales,,340.63,38
DEW-45-L,THE Tee (L-XL) - L,,340.0,17
VF-BEAVER-02-06,Angry Beaver - Easy Money,,339.49,127
WACKYO,Wacky Rig Tool - Blue,,338.31,49
MONSTERS-344-L,MONSTERS Tee - L,,338.0,27
R1175-HGAY,Hardcore Noi-Z Jr - Gold Ayu,,336.98,37
112P-CAMOBLK-BPUFFM,Black Puff Logo Hat,,336.0,14
BEET01,Battle Beetle - Canopy,,335.67,34
MB-BEANIE-SLOUCHY,Rick's Favorite Beanie,,334.95,21
MB-TTDRC-38-3,Tungsten Drop Shot Weights - Casting / 3/8 oz - 3 pack,,333.6,56
SSSPINNERBAIT-10170,Double WIllow Spinnerbait - Yellow/Green,,332.63,37
LH-ITURB-MISC,July's Member Exclusive Buzzbait,,330.37,65
VF-BEAVER-05-06,Angry Beaver - Summer Craw,,330.15,120
MB-TOKYO-3,Sabertooth Tokyo Rig - 3/0,656750687260,330.0,66
MB-SHIRT-RAG-HCEM-L,Epic Eric's Rise n' Glide - L,,330.0,20
6965525_16710,MONSTER/BASS Trucker Cap - Heather/ Black,,330.0,15
sku-50813040460073,Handmade Buckaroo Knife for Wrangler – D2 Steel with Antler Horn & Rosewood,,330.0,3
PKG1001J,"14"" Pit Barrel® Cooker Junior - Just the PBJ",,329.99,1
S6ITIPL,"6"" TITANIUM PLIERS",00860011410102,329.95,1
TS115-36,Ark Topwater Slider - LY Special,,323.89,36
CB38-54,Original Chatterbait - Sexy Shad,,320.93,67
RETRO-344-XL,Retro Logo Tee (L-XL) - XL,,320.0,19
XRM-80-GHOST FRENCH PEARL-2014,Reaction Strike Revolution Crankbait X Rip Minnow - 80 / Ghost French Pearl,,320.0,40
CMFR,"Custom Speed Stick 7'2"" Casting - Frog Rod",,319.98,2
C-578MF,"LUNKERSTICK Pro Series - Casting: 7'8"" Medium Heavy - Moderate Fast",810103812901,319.9,2
C-574MF,"LUNKERSTICK Pro Series - Casting: 7'4"" Medium Heavy - Moderate Fast",810103811041,319.9,2
C-470F,LUNKERSTICK Pro Series - Casting: 7' Medium - Fast,810103810730,319.9,2
USJ786-38-TS-1,Mustad 3/8 oz Underspin Shad - Tennessee,,319.51,89
gold-paid-monthly-12,Gold Monthly Pass - 12 Months,,318.45,11
CB38-46,Original Chatterbait - Perch,,317.35,66
MB-PJACKET-M,Hyper Loft Puffy Jacket - M,,316.0,4
S12-15,Seeker 12 - Green Blue Back,,315.8,37
sku-49436377809193,"Wild West Knife 8"" Rasp Steel with Purple Resin Handle",,315.0,3
CTHMP518,Cane Thumper - Chick Magnet,,313.5,57
NAIL-116-8,Tungsten Nail Weights,,313.0,65
BJ11,April's Member Exclusive Jig,,311.86,94
silver-0324,Silver Monthly: March 2024,,310.0,12
MB-SHIRT-DGH-GREY-XL,Swimming with the Fishes - XL,,310.0,26
CTHMP507,Cane Thumper - Alewife,,308.0,56
6965525_16709,MONSTER/BASS Trucker Cap - Charcoal/ Black,,308.0,14
TCVSJ38-453,Strike King Thunder Cricket - 3/8 oz / Olive Shad,,307.78,22
MB-NEDEWG-GRAPE-316,Sabertooth EWG Ned Heads - 3/16oz / Grape,656750687314,305.97,93
TS115-39,Ark Topwater Slider - Chart Dog,,305.9,34
60205,Buzz Frog - Margarita Rattler,,305.76,39
TEAM-06-XL,Team MONSTERBASS - XL,,304.0,28
VF-POP-BONE,V-Pop 80 Popper - Bone,,302.69,34
MJHB1-BM,Ike's Head Banger Jig - Bamer Craw,,302.47,53
45BFE-05,BFE Flipping Bait - Green Pumpkin,,300.51,56
mb-subscription-silver-23900,Special Edition MONSTERBASS Box,,300.0,15
sku-44274262737152,"Western Bowie Knife – 15"" J2 Hand-Forged Steel Blade with Antler Horn or Resin Handle & Leather Sheath",,300.0,2
SY-PBRD120-RD,"SYP 120 12"" Push Bike - Red",8944513601250,299.99,1
Gold-BS,November's Gold Box + FREE Hat - Black & Silver Hat + October Box,,299.94,6
Gold-BO,October's Gold Box + FREE Hat - Black & Orange Hat + October Box,,299.94,6
MB-AMZ-NAT,MONSTERBASS Gold Series Bass Fishing Kit. Includes The Best Brand Name baits for Smallmouth & Largemouth Bass.,,299.9,10
BFGCSC4.5,"Berkley 4.5"" Side Cutter",,299.75,25
KFK-FUN - FBM,"MONSTERBASS Kids Fishing Gear Set - Lure Making Kit for Beginners, Includes Bait Bag, Lure Blanks to Paint, Paint Kit & Brushes, Guidebook & Stickers - Creative Fishing Gear for Kids",,299.5,10
RDCRW-HD-02,Real Deal HD Craw - Black Red,,298.0,50
BURNER-38-6,Blade Burner | Willow & Colorado Spinnerbait - 3/8 oz / White/White,810103810396,297.0,36
B8/FYSH-85-FLMSHNR,B8LAB Fyre Shad,,293.35,33
GMIN-259PK6,Z-Man MinnowZ - Bad Shad,,292.0,73
gold-0624,June 2024 - Gold,,290.0,10
NKDUS3CR3DREG,Double Up System - Mossy Oak Country Roots 3D Leafy - Regular,850056687232,289.99,1
CL-TEE-SS-HG-L,Classic Logo Tee - L / Heather Grey/Grey,,289.71,29
CB38-13,Original Chatterbait - Green Pumpkin/Black,,288.61,60
RETRO-344-L,Retro Logo Tee (L-XL) - L,,288.0,16
SS4500-GM-DEW-2X,Limited Edition MB Hoodie - 2X,,287.0,7
DSDSZ-TENT-C-FAST-D420,Weisshorn Instant Up Camping Tent 8 Person Pop up Tents Family Hiking,,286.45,1
LL-13,Primetyme CB 2.0 - Bleeding Tennessee Shad,,285.78,22
MB-SHHEAD-15-MUD,Hammerhead – Alex Rudd Edition - Mud Hunter,656750686867,284.82,32
sku-50342303891753,"Professional Bull Cutter Castration Knife - 7"" High Carbon Steel with Epoxy Resin Handle",,282.0,3
SOUR-Q,Sour Pickled Green Tomatoes - QUART,788362829087,281.41,19
CTHMP520,Cane Thumper - Smoky Ghost,,280.5,51
MB-HOODIE-MHEAD-BLK-L,Snagglefish Hoodie - L,,280.0,7
6581192_4613,Monsterboro Flat Bill Hat - White,,280.0,14
HT-1/2G,Jersey Pickles Hot Pickled Green Tomatoes - 1/2 GALLON,789091391432,279.88,12
platinum-multi-paid-monthly-3,Platinum Monthly Pass - Bass & Panfish / 3 Months,,279.65,7
CB38-08,Original Chatterbait - White,,279.03,58
CL-BONE-2X,UV Moisture Wicking Sunshirt - 2X,,278.0,8
RSS-RED,Rod Sleeves (2 pack) - Spinning / Red,,277.86,36
B8-USS-BONE,Ultimate Strike Shad - SXY Bone,,277.53,31
MB-NEWG-C-316,Sabertooth EWG Ned Heads - 3/16oz / Chartreuse,,276.36,84
VF-TOAD-302-4,Best Toad Ever - Watermelon Red,,275.47,53
POP011,Poppa Pete - Bone,013415992365,274.95,5
RSC-GREY,Rod Sleeves (2 pack) - Casting / Grey,,274.78,36
B8-ROCCIT-NPERCH,B8LAB Roccit Shad - Natural Perch,,273.85,31
WPL90/12,Whopper Plopper - 90 / Loon,,273.8,20
BURNER-38-3,Blade Burner | Willow & Colorado Spinnerbait - 3/8 oz / Morning Dawn,810103810402,272.0,31
sku-49220651352361,Viking Hatchet with Custom Handmade Engraved 1095 Steel Blade and Ash Wood Leather-Wrapped Handle – Battle Forge - One Axe,,270.0,1
misc-vab,Angry Beaver - Misc Colors,,269.54,181
CTHMP517,Cane Thumper - Sparkle Shad,,269.5,49
BURNER-12-5,Blade Burner | Willow & Colorado Spinnerbait - 1/2 oz / Sexy Cracks,810103810488,269.0,32
Raptor200-MISC,Crappie Crankbait,,265.5,57
B8-ROCCIT-SGHOST,B8LAB Roccit Shad - Sexy Ghost,,265.35,30
