sku,product_name,barcode,revenue,quantity
5019978_10787,Fish Better Hoodie - Carbon Grey / XL,,120.0,3
2518546_15929,Lightweight Camo Zip Up Windbreaker - Black Camo / 2XL,,120.0,2
6373292_10785,MONSTER/BASS Hoodie - Carbon Grey / M,,120.0,3
9005355_5533,Retro Logo Hoodie - Black / XL,,120.0,3
SS38-54,The Shredder Spinnerbait - Sexy,8 53514 00058,120.0,15
2526641_15634,Monsterboro - White / L,,120.0,3
sku-46482232934656,"Handcrafted Belt Knives – 8"" Rasp Steel Blade with Turquoise & Rosewood Handle",,120.0,1
sku-50176858882345,"Cowboy Bull Cutter Knife – 8.5"" Damascus with Finger Hole & Bonus Knife",,120.0,1
sku-29378555281494,"Filleting Knife – 7"" Damascus Steel Blade",,120.0,1
BLN2000,Balance Spinning Reel - 2000,842424100665,119.98,2
WP-MISC,Whopper Plopper - 75 / Misc Colors,,119.92,8
H15SDR912,Hunter 1.5 Squarebill - Ghost Gizzard,,119.88,12
MLF-GF-W,Greenfish Tackle Hammerhead Buzzbait - White,,119.85,15
SORK4000,Source K Spinning Reel - 4000,,119.8,4
sku-50872597610793,"Ranch Knife with Turquoise Epoxy Rosewood Handle – 8.5""",,118.0,1
MB-SHIRT-RAG-HCEM-2X,Epic Eric's Rise n' Glide - 2X,,117.6,7
WE58JJ106,War Eagle Jiu-Jigsu - Green Pumpkin Neon,,117.0,18
ASDRB12280,Smithwick Suspending Rogue - Golden Shine,,116.87,13
SBFW38-01,Z-Man Sling Bladez Double Willow Spinnerbait - 3/8oz / Blue Herring,,116.87,13
platinum-multi-paid-monthly-6,Platinum Monthly Pass - Bass & Panfish / 6 Months,,116.85,3
MB-PDSP-CAMO-2X,MONSTERBASS Sweatpants - Forest Camo / 2X,,116.0,4
VF-TOAD-724-4,Best Toad Ever - Junebug Chartreuse,,115.7,30
LHP BS 403,Swim Bento - Parrot,,115.67,17
MB-TTDRC-14-3,Tungsten Drop Shot Weights - Casting / 1/4 oz - 3 pack,,115.0,23
sku-49337903153449,The Hunted Knives – Custom Handmade Tom Brown Tracker Knife,,115.0,1
sku-46482173165824,Handcrafted Cowboy Knife Sheaths with Leather Belt Loop – Fall & Winter Edition,,115.0,1
R1423 SSH,Rattl'n Vibe One Knock - Sexy Shad,,114.0,12
HT-G,Jersey Pickles Hot Pickled Green Tomatoes - GALLON,789091391449,113.97,3
VF-FROG-WHITE,The Pad Runner - White,,113.89,13
PS-P,Prop Spy - Perch,656750687895,113.01,9
MB-SS99-CYLON,Slick Stick 99 Floating - Cylon,656750687819,112.95,13
HYLSMWP2.75BKR,Minwaow - Bunker,,112.5,15
MB-PDSP-CAMO-XL,MONSTERBASS Sweatpants - Forest Camo / XL,,112.37,4
IMFSQ04,Impact Jolt Squarebill - Green Back,,112.35,15
IMFSQ02,Impact Jolt Squarebill - Silver Side,,112.35,15
SHAKEY-14-5,Sabertooth Shakey Head Hooks - 1/4 oz / Green Pumpkin,656750688311,112.0,28
gold-0324,March 2024 - Gold Series,,112.0,4
IMPSL6S04,Impact Slash 6S Jerkbait - Jumbo,,112.0,16
IMRLLC04,Impact Reactor Lipless - Green Back,,112.0,16
810103811690,Tungsten Flipping Weights - Black / 3/8 oz - 3pk,'810103811690,111.86,14
3001-30-CL-2X,Logo Tee (L-3X) - 2X,,111.86,14
BJ-11,April's Member Exclusive Jig,,111.0,37
3001-06-CL-2X,Iconic Logo Tee - 2X,,110.0,5
MB-SHIRT-MHEAD-BLK-3X,Snagglefish Tee - 3X,,110.0,5
MB-SHIRT-RAG-HCEM-S,Epic Eric's Rise n' Glide - S,,110.0,6
MB-SHIRT-MONSTERS-BLK-L,MONSTERS - L,,110.0,6
sku-46165170553088,"Premium Custom Handmade Ranch Knife – D2 Powder Coat Steel Blade, Resin Handle & Leather Sheath",,110.0,1
sku-49436263514409,Custom Ranch Cowboy Knives with Antler Horn Handle - Bottom One With Sheath,,110.0,1
sku-49481671999785,"Old West Knives – 7.5"" Rasp Steel Blade with Epoxy Pine Cone Handle & Western Sheath",,110.0,1
sku-46165166915840,"Premium Custom Handmade Cowboy Knife & Leather Sheath – Damascus Steel Blade, Pine Cone Handle",,110.0,1
KF-FREAK-BUNDLE,KCL Freak 1.5 - 6 Pack,,109.98,2
DBR-1002ML,"Brush Dobber Crappie Spinning Rod - 10'0"" Medium Light 2 piece",842424132260,109.98,2
POP010,Poppa Pete - Steve's Gizzard Shad,723706121618,109.98,2
STICKER-KMB,Kiss My Bass Sticker,,109.5,66
PS-GBB,Prop Spy - Golden Black Black,656750687741,109.11,9
sku-49405501964585,"Custom Handmade Bull Cutter Knife – 7.25"" Rasp Tool Steel Blade",,109.0,1
LC-6160-3,Slabasaurus Rex - Perch,,108.89,12
MB-ROLLO6-MCRAW,Rollo 6 - Moss Craw,656750687369,108.0,9
60403NP-TX-2-4U,Wacky/Neko Hook,,108.0,36
PPS12-BB,Pacemaker Swim Jig - 1/2oz / Black Blue,,108.0,18
PPS38-GS,Pacemaker Swim Jig - 3/8oz / Glimmer Shad,,108.0,18
mb-gift-psw-3,Platinum Series West: 3 month gift,,108.0,3
PTCR-6-ghostshad,Head Banger DT-6 - Ghost Shad,,107.89,11
CT3-5-12,Squarebill Crankbait - 3-5' Diver / Black Blue,,107.88,12
BH-6159-10,HB-75 - Silver Shiner,656750686584,107.88,12
CT5-7-08,Squarebill Crankbait - 5-7' Diver / Sexy Perch,,107.88,12
VF-CRANK3-PERCH,SC-70 Crankbait - Perch,,107.88,12
HAMMER-7,MONSTERBASS The Hammer | Colorado Spinnerbait - GrapeApe w/ Colorado Deep Purple,810103811614,107.2,15
ICBM120/02,River2Sea ICBM Glide Bait - Rainbow Trout,,106.88,12
SOUR-G,Sour Pickled Green Tomatoes - GALLON,783970750778,106.37,3
25060627-black-united-states,Hunting Wildlife Trap Infrared LEDs IR Night Vision Scope Cameras Outdoor Waterproof Cameras A 850nm IR Torch - Black / United States,,105.99,1
GOGMW725NTC,Googan Mondo Worm - 7.25'' 8pk - Night Club,,105.0,21
TS35-357PK6,Z-Man Trick ShotZ - Goby Bryant,,105.0,21
DS-ESS-GNF,Grey Frost - Green Lens Polarized,,105.0,3
MB-SHIRT-MHEAD-BLK-2X,Snagglefish Tee - 2X,,105.0,5
1546710_6952,MONSTER/BASS Tee - Athletic Heather / 2XL,,105.0,5
1546710_8927,MONSTER/BASS Tee - Black Heather / 2XL,,105.0,5
7144145_5518,MONSTER/BASS Crew Neck Sweatshirt - Sport Grey / 2XL,,105.0,3
50L-BL,50L Heavy Duty Dry Bag w/ Straps - Black,,105.0,1
sku-49436327084329,"Working Cowboy Knife 8"" Rasp Steel with Resin Handle",,105.0,1
sku-50361370214697,"Concealed Belt Knife with Turquoise Stone Handle 7""",,105.0,1
sku-50825549578537,CUSTOM 3.5 INCH WESTERN KNIFE BELT STYLE – ANTLER HANDLE CATTLEMAN FIXED BLADE,,105.0,1
sku-28982012837952,Handmade Damascus Good Fillet Knife with Rosewood Handle,,105.0,1
sku-50145742422313,Bull Cutter Knife with Sheath – Handmade Rasp Steel & Sheep Horn Handle,,105.0,1
OLS7000,OL' Salty Reel - OLS7000,842424118431,104.99,1
PBSC-AM-761H,"Signature Series: Andy Morgan Pro Battle Flipping Rod - Casting: 7'6"" Heavy 1 piece",842424128010,104.99,1
DDFR702MH20,"Defender Spinning Combo - 7'0"" Medium Heavy (2pc) w/ 2000 reel",840321811813,104.99,1
SKSC-721MH10L,Sick Stick Casting Combo - 7'2 Medium heavy Left hand Combo,842424102867,104.99,1
YMR-631SUL,"Yampa River Spinning Rod - 6'3"" - Super Ultra Light - Slow",842424100214,104.99,1
sticker-bb,Beastie Boys Sticker,,104.0,52
SKS-711MH20,Sick Stick Spinning Combo - 7'1 Medium Heavy Spinning Combo,842424102645,103.99,1
SKSC-741H,"Sick Stick Casting Rod - 7'4"" - Heavy - Fast",842424102317,103.99,1
SRW01F65-4,Bucket Get'R Frog - Constantine,,103.9,12
FS3000,Fire Spinning Reel,842424112767,101.98,2
MB-TUMBLER-CRACKED,Limited Edition 20 oz. Cracked Out Tumbler,,101.85,3
ACDC-256-2X,MONSTER / BASS - 2X,,100.0,5
GOGRNCAD,Googan Rattlin' Ned - Canada Craw,,100.0,20
silver-quarterly,Silver Series: Quarterly,,100.0,5
SE3018-01PK3,Swimbait Eye Jigheads - 1/8oz / Gold,,100.0,20
MB-SHIRT-DRC-GREY-L,Epic Eric's Dr. Crankenstein - L,,100.0,5
3001-45-M-L,M Nation Tee (L-2X) - L,,100.0,5
MB-SHIRT-DGH-GREY-2X,Swimming with the Fishes - 2X,,100.0,8
MB-SHIRT-DGH-GREY-3X,Swimming with the Fishes - 3X,,100.0,10
8919990_8926,Largie Smalls - Black Heather / XL,,100.0,5
sku-28732073017408,Custom Handmade California Coyote Cowboy Knife | Damascus Blade | Antler Horn-Brass Bolster Handle | 6.25 Inches | Leather Sheath | KBS Knives Store,,100.0,1
sku-50254519697705,"8"" Damascus Ranch Knives and sheaths with Epoxy Pine Cone - One Knife",,100.0,1
sku-50091499847977,"EDC Belt Knife 7.25"" with White Epoxy Resin Handle",,100.0,1
sku-49229137150249,Western Knife and Sheath - Antler & Leather Frontier Set,,100.0,1
sku-50480898244905,"Cowboy Belt Knife 8"" Damascus with Pine-Cone Handle",,100.0,1
sku-48396077531433,SHEPHERD’S EDGE – EDC COWBOY KNIFE WITH RASP FILE STEEL & MOUNTAIN SHEEP HORN - One knife,,100.0,1
sku-46012883730688,"Custom Handmade Cowboy Bull Cutter Knives – 4"" J2 Steel Blade",,100.0,1
sku-49318413041961,Custom Handmade Damascus Bull Cutter Knife with Epoxy Resin Handle for Sale by KBS Knives Store - Bottom One,,100.0,1
WBR-681ML20,"White Bird Spinning Combo (Old Model) - Whitebird 6'8"" Medium Light with 2000 white bird reel",840321811332,99.99,1
Gold-Q,October's Gold Box + FREE Hat - Quarry Hat + October Box,,99.98,2
112LN-IG-OP,2026 Orange Crush Hat,,99.8,4
MB-PATRIOT3-BMAMBA,The Patriot - old packaging - Black Mamba,656750687444,99.44,17
DS-2CS-IS,Core Shot,,99.0,22
SC-MULTI-JIG,Multi Pack of 4 ice jigs,,99.0,1
MOON-JIG2PK,Moon Jig 2 Pack,,99.0,1
NSICE-MB,Natural Science Ice,,99.0,1
sku-49404448538921,"Custom Handmade Bull Cutter Knife – 7"" High-Carbon Steel",,99.0,1
sku-50071513563433,"Handmade Cowboy Knife and Sheath – Rasp Steel Blade, Bone Handle, Western Leather Sheath",,99.0,1
sku-26902519283776,Everyday Carry Damascus Steel Folding Pocket Knife with Bone Handle – The BoneCraft,,99.0,1
BAT-813-BLK-X-12,"FRONTIER DUAL 8"" MOC TOE (STEEL TOE) - 12",,99.0,1
XTRSBCB03,Tournament Series Squarebill Crankbait - Perch,,98.89,11
lp-5,5 lb. Club License Plate Frame,,98.87,13
YAM-7GL-05-305,Yamamoto Kut Tail Worm - Baby Bass,,97.86,14
LL-33,April's Member Exclusive Topwater Bait,,96.95,6
MB-TFJ-38-OC,Tungsten Football Jig - Okeechobee Craw,656750686737,96.6,17
CC6-OC,Castaic Crankbait - Orange Craw,,96.0,15
SHAKEY-316-1,Sabertooth Shakey Head Hooks - 3/16 oz / Black,656750688281,96.0,24
8097285_19409,Retro Logo Tee - Black / 3XL,,96.0,4
sticker-pbass,Painted Bass,,96.0,48
SS38-76,The Shredder Spinnerbait - White/Chartreuse,8 53514 00059,96.0,12
SS38-78,The Shredder Spinnerbait - Spot Remover,8 53514 00061,96.0,12
MB-SHIRT-CLASSIC-HGREY-2XL,Classic Logo Tee - 2X / Heather Grey,,95.95,7
250CRSD,Gunfish 115 Topwater Walker - Chartreuse Shad,,95.94,6
VF-FROG-BLACK,The Pad Runner - Black,,95.91,11
GOGMWNAT,Googan Mondo Worm - 10'' 8pk - Natural,,95.0,19
sku-32477834248278,"Fillet Knife with Sheath – 8.75"" Damascus Blade",,95.0,1
sku-50813058056489,Handmade Cowboy Belt Knife for Buckaroo – File Steel & Turquoise Pine-Cone Resin,,95.0,1
FX-PD35R-ACE-Lantern-Black-Bundle,Fenix PD35R ACE Multi-mode Tactical Flashlight + FREE CL01 Mini Lantern - Fenix PD35R ACE + FREE Mini Lantern (Black),,94.95,1
FJC-BLK,Flak Jacket Rod Covers: Spinning & Casting - Casting / Black,,94.9,10
NOCHO-101,Ned Ocho - Bama Craw,,94.13,17
STICKER-MADFISH,Madfish Sticker,,94.0,70
GP-PROTECT-18,Guaranteed Shipping Protection - Level 18,,93.1,1
sku-39316516470870,1075 Steel Handmade Hunting Knife,,93.0,1
6064336_8929,Fishing is Life - Black Heather / 4XL,,92.0,4
IMRLLC02,Impact Reactor Lipless - Silver Side,,91.0,13
MB-RAGNAR-SEXY,Ragnar - old packaging - Ghost Sexy,,91.0,13
SLSDFR7L,Defender Soleus Casting Reel - Defender (left) 7.3:1,842424126894,90.99,1
810103811706,Tungsten Flipping Weights - Black / 3/4 oz - 2pk,'810103811706,90.87,13
32323,Hot Shot Minnow - Green Pumpkin Blue,,90.0,18
mb-subscription-230116,November 2023 - Gold Series,,90.0,3
sticker-hippie,Grateful Fisherman,,90.0,45
TURTLE02,Prop Turtle - Timber,,90.0,9
1702-001,Tungsten Bladed Swimbait Hook - 1/8oz,'876716006441,90.0,18
MLF-355,Hardcore Shad - Ghost Pro Blue,,90.0,9
sku-26902738501696,New Custom Handmade Damascus Steel Steak Blade Pocket Knife With  Corkscrew Wine Opener,,90.0,1
sku-28802917105728,Custom Handmade Cowboy Bull Cutter Knife – Rasp Steel Blade & Resin Handle,,90.0,1
sku-28405382316128,"Bull Shad Slow Sink - 11"" / Gizzard",,89.99,1
CT3-5-17,Squarebill Crankbait - 3-5' Diver / Ghost Sexy Shad,,89.9,10
FINSTK2.75-736,"2.75"" Ned Candy - Green Pumpkin Red",8 53514 000925,89.85,15
B8-FYRE-PERCH,Fyre Shad - Plasma Perch,,89.5,10
B8-FYRE-FREEZE,Fyre Shad - Fyre Freeze,,89.5,10
XTFS10-15XT,Berkley Trilene XT - 10 lb. - Clear,,89.25,15
CT3-5-14,Squarebill Crankbait - 3-5' Diver / Mystic Gizzard,,88.91,10
SHAKEY-316-5,Sabertooth Shakey Head Hooks - 3/16 oz / Green Pumpkin,656750688298,88.0,22
3001-06-DEW-3X,Vintage MB Tee - 3X,,88.0,4
6965525_8746,MONSTER/BASS Trucker Cap - White,,88.0,4
6965525_8751,MONSTER/BASS Trucker Cap - Navy,,88.0,4
6410173_8746,MONSTER/BASS Hat - White,,88.0,4
DDFRC-731MH,"Defender Casting Rod - Defender Casting Rod 7'3"" MH",842424123442,87.99,1
MB-SHIRT-CLASSIC-HGREY-S,Classic Logo Tee - S / Heather Grey,,87.94,7
HERC5-259,"Herculez Swimbait 5"" - Bad Shad",,87.92,8
XLFS10-22XL,Berkley Trilene XL - 8 lb.,,87.81,15
MB-PDSP-BLK-2X,MONSTERBASS Sweatpants - Black / 2X,,87.0,3
MB-PDSP-CAMO-S,MONSTERBASS Sweatpants - Forest Camo / S,,87.0,3
9005355_5600,Retro Logo Hoodie - Navy / 4XL,,86.0,2
sticker-monsterboro,Monsterboro Sticker,,86.0,43
MB-TFW-716-2,Tungsten Flipping Weights - 7/16oz - 2 pack,656750686317,84.5,13
SHAKEY-14-1,Sabertooth Shakey Head Hooks - 1/4 oz / Black,656750688304,84.0,21
MB-SHIRT-ENJOY-GREEN-2XL,Enjoy Monsterbass - 2X / Green,,84.0,4
1546710_8464,MONSTER/BASS Tee - Dark Grey Heather / 2XL,,84.0,4
6373292_13898,MONSTER/BASS Hoodie - Military Green / 3XL,,84.0,2
6373292_13420,MONSTER/BASS Hoodie - Carbon Grey / 3XL,,84.0,2
2526641_15591,Monsterboro - Bone / 2XL,,84.0,2
2526641_15636,Monsterboro - White / 2XL,,84.0,2
YAM-7GL-05-301,Yamamoto Kut Tail Worm - Green Pumpkin with Green and Purple Flake,,83.88,12
SBTJML-1/4,Spro Bucktail Jig - 1/4 / Mullet,,83.86,14
GP-PROTECT-17,Guaranteed Shipping Protection - Level 17,,83.3,1
SSB38-203,Swinging Sugar Buzzbait - CHARTREUSE WHITE / 3/8 oz,,82.5,11
IMFSQ01,Impact Jolt Squarebill - Sassy,,82.39,11
7251646_11495,"Red, White & MONSTERBASS - Navy Blazer / 2XL",,82.0,2
6373292_11485,MONSTER/BASS Hoodie - Charcoal Heather / 2XL,,82.0,2
9005355_12993,Retro Logo Hoodie - Military Green / 2XL,,82.0,2
TCVSJ34-900,Strike King Thunder Cricket - 3/4 oz / Fire Craw,,81.93,7
ZM-SPINNER-MISC,Z-Man SlingbladeZ Spinnerbait,,81.0,9
MISC-SKSD,KVD Sexy Dawg - Misc Colors,,81.0,9
MB-SHHEAD-15-MSHAD,Hammerhead – Alex Rudd Edition - Magic Shad (Limited Edition),656750686874,80.91,9
GOGRNMUM,Googan Rattlin' Ned - Mud Minnow,,80.0,16
00120,"B-Vibe - 1.5"" / Black",,80.0,20
HCBPM-513,Bitsy Pond Minnow CB - Fire Tiger,,80.0,16
mlf-subscription-1,MLF Edition: 1 month,,80.0,2
RETRO-344-3X,Retro Logo Tee - 3X,,80.0,4
TEAM-06-2X,Team MONSTERBASS - 2X,,80.0,4
3001-69-M-L,Orange Crush Logo Tee (L-2X) - L,,80.0,4
MB-WSHIRT-CLASSIC-GREY-L,Women’s Classic Logo Tee - L,,80.0,6
MB-SHIRT-WBURGER-DRKHGREY-L,MONSTERBURGER - L / Dark Heather Grey,,80.0,4
7251646_11492,"Red, White & MONSTERBASS - Navy Blazer / M",,80.0,2
MB-BLK-RWHTPUF-L/XL,Retro Puff Fitted Hat - L/XL,,80.0,4
3091993_10787,Largie Smalls - Carbon Grey / XL,,80.0,2
4645155_5533,Fishing is Life Hoodie - Black / XL,,80.0,2
TURTLE03,Prop Turtle - Neon,,80.0,8
7251646_11494,"Red, White & MONSTERBASS - Navy Blazer / XL",,80.0,2
3091993_13419,Largie Smalls - Charcoal Heather / 3XL,,80.0,2
5019978_10786,Fish Better Hoodie - Carbon Grey / L,,80.0,2
6373292_11484,MONSTER/BASS Hoodie - Charcoal Heather / XL,,80.0,2
9005355_5532,Retro Logo Hoodie - Black / L,,80.0,2
CBCFL38-06,Chatterbait Freedom - 3/8oz / Money Maker,,80.0,10
4645155_12991,Fishing is Life Hoodie - Military Green / L,,80.0,2
6373292_10787,MONSTER/BASS Hoodie - Carbon Grey / XL,,80.0,2
6064336_8441,Fishing is Life - Army / M,,80.0,4
SS38-77,The Shredder Spinnerbait - Mouse,8 53514 00060,80.0,10
2526641_15588,Monsterboro - Bone / M,,80.0,2
BYSQ38644,Booyah Squelcher Buzzbait - 3/8 oz / Citrus Shad,,80.0,10
9005355_12991,Retro Logo Hoodie - Military Green / L,,80.0,2
WBRC-661MH,"White Bird Casting Rod - 6'6"" - Medium Heavy - Fast",842424100610,79.99,1
BB-6-GS-MS,"6"" Bacca Burrito Medium Sink - Golden Shiner",,79.98,2
lp-9,9 lb. Club License Plate Frame,,79.92,8
BMB02FA528,Bomber Flat A - Rock Craw,,79.84,16
PS-SS,Prop Spy - Sexy Shad,656750687758,79.23,7
MB-PJACKET-XL,Hyper Loft Puffy Jacket - XL,,79.0,1
MB-PJACKET-S,Hyper Loft Puffy Jacket - S,,79.0,1
MB-PJACKET-L,Hyper Loft Puffy Jacket - L,,79.0,1
TP70-25,Ark Topwater Popper - Baby Bass,,78.92,9
PK3LDY2,Perch Talker,,78.0,6
Z63-005,Z-Series Lipless Crankbait - Fire Craw,,78.0,6
platinum-0324,March 2024 - Platinum Series,,78.0,2
GRND3-DVG,"Grenade 2.75"" - Dove's Goby",,78.0,13
platinum-0424-S,April 2024 - Platinum S,,78.0,2
Norman-0724-Misc,Miscellaneous Norman Crankbaits,,78.0,14
multi-0624,June 2024 - Multi Species,,78.0,2
platinum-0824-old,Trophy Pond Box,,78.0,2
OGSP011,Sneaky Pete OG - Bone,080101369701,77.98,2
810103812451,Tungsten Propellor Jig - 1/16 oz 3 Piece,810103812451,77.88,12
44FINSWIM-02,"Finesse Swimmer - 4.4"" / Gill",,77.37,13
RO3-850,"Strike King Rodent 3"" - Moon Juice / 3""",,77.35,13
RGCUT56-805,Rage Cut-R-Worm - Blue Craw Red Flake,,77.0,14
JSN33,Jack Slap - Nickel,,77.0,11
SBEF65NRED,SPRO Dean Rojas Bronzeye Frog 65,,77.0,7
DDFR-711M,"Defender Spinning Rod - Defender spinning rod 7'1"" M",842424123695,76.99,1
HERC5-84,"Herculez Swimbait 5"" - Pearl",,76.93,7
34FINSWIM-02,"Finesse Swimmer - 3.4"" / Gill",,76.81,19
DOB-DBBS38-125,Dobyn's D Blade Spinnerbait - White on White Colorado Willow,,76.41,9
mb-subscription-platinum-0124,January 2024 - Platinum Series,,76.0,2
silver-0124,January 2024 - Silver Series,,76.0,2
R1423 BT,Rattl'n Vibe One Knock - Blue Chrome,,76.0,8
mb-subscription-multi-23900,Sept 2023 - Multi Species Series,,76.0,2
R1423 GSN,Rattl'n Vibe One Knock - Golden Shiner,,76.0,8
multi-0224,February 2024 - Multi Species,,76.0,2
GIFT-TACKLE-BAG,Free Gift - Tackle Bag + 2 Tackle Trays,,75.98,2
MB-SHIRT-DRC-GREY-2X,Dr. Crankenstein - 2X,,75.6,4
HAMMER-9,MONSTERBASS The Hammer | Colorado Spinnerbait - Firecraw w/ Colorado Orange,810103811638,75.2,10
GOGKC3GNP,Googan Krackin' Craw - 3'' 10pk - Green Pumpkin,,75.0,15
test-subscription-welcome,Test Subscription: 3 month,,75.0,2
PDR-100-AST,Paddle Bug Rig,,75.0,30
CAST-7:1 - Reels,StrikeBack Casting Reel - 7:1 Casting Reel,812302011963,74.99,1
sku-39362138832957,"Shimano Curado, SLX DC MGL Full Tune kit - XCR Ultra",,74.95,1
511-TC-OP,Tiger Camo Orange Crush Hat,,74.85,3
8002673_15238,MONSTERBASS Slides - Black / 8,,73.98,2
MB-SHIRT-CLASSIC-L-HDGREY,Classic Logo Tee - L / Heather Gray/White,,73.93,7
GP-PROTECT-16,Guaranteed Shipping Protection - Level 16,,73.5,1
XTRPP03,Pencil Popper - Fire Tiger,,72.0,9
FGLT307,Froglet - Toad,,72.0,8
XB-5-SXY-BLU,XB-5 Crankbait - Sexy Blue Back,,72.0,8
PPS12-W,Pacemaker Swim Jig - 1/2oz / White,,72.0,12
MLF-351,Hardcore Crank SR 65F Squarebill - Ghost Pearl Shad,,72.0,8
DBR-902ML,"Brush Dobber Crappie Spinning Rod - 9'0"" Medium Light 2 piece",842424132246,71.98,2
CBB12-07,Big Blade Chatterbait - Fire Craw,,71.94,6
LC-6160-1,Slabasaurus Rex - Sexy Shad,,71.92,8
CT3-5-06,Squarebill Crankbait - 3-5' Diver / Shiner,,71.92,8
CT3-5-11,Squarebill Crankbait - 3-5' Diver / Silver Shad,,71.92,8
R1352 CSH,3DB Series Squarebill Crankbait 1.5 - Citrus Shad,,71.92,8
PTCR-8-gill,Head Banger DT-8 - Gill,,71.92,8
LL-SD6-SC,Sugar Daddy 6 - Spring Craw,656750686621,70.93,8
PS-G,Prop Spy - Gilly,656750687727,70.14,6
XZ-CHUNK,"3.25"" MB Chunk - Misc Colors",,70.0,14
BG132OBS17-10,Bobby Garland Overbite Sickle Jig,,70.0,14
GOGRNPBJ,Googan Rattlin' Ned - Peanut Butter & Jelly,,70.0,14
IMPSL6S02,Impact Slash 6S Jerkbait - Silver Side,,70.0,10
WSS608-3/8-BG-1,Skatter Shad Bladed Jig - 3/8oz,,70.0,14
A10SB-GAYU,A10 Square Bill - Ghost AYU,,70.0,7
BH-UVLONG-SILVER-2XL,Basshik UV Sunshirt - 2X,,70.0,7
BMIN02,"Bait Shifter 3.5"" Minnow Kit - Ice",,70.0,10
MB-RAGNAR-BONE,Ragnar - old packaging - Bone,,70.0,10
7144145_5514,MONSTER/BASS Crew Neck Sweatshirt - Sport Grey / S,,70.0,2
sku-51515481817404,Nightmare Xtreme 2.0 300 / 350 / 400/ 500 spine Arrow 12/Pack Fletched - 300,,69.99,1
WBR100NGR-RTL,White Bird Casting Reel (retail packaging) - Right,842424131508,69.99,1
BC8-80-1500-FBM,Reaction Tackle X8 Braided Fishing Line - Blue Camo 8 Strand - 80lb / 1500yds / Blue Camouflage,840488201854,69.98,1
MB-SSJACKET-S,All-Season Soft Shell Jacket - S,,69.95,1
EH1272-SPARKY,Mugshot Lipless - Sparky,,69.95,5
EH1272-PERCH,Mugshot Lipless - Perchinator,,69.95,5
CDEM72,Ember Mat - Protect The Ground From Popping Embers or Dripping Grease,,69.95,1
LC-6161-8,Captain Slayhab - Rootbeer Float,,69.94,8
mb-shirt-classic-2xl-grey,Classic Logo Tee - 2X / Grey,,69.93,7
1670-590,Rattlesnake'O - Trophy Hunter,'876716000739,69.9,10
1670-210,Rattlesnake'O - Watermelon Red Flk,'876716000678,69.9,10
1250-217,"NEW: Kickback Shad 3.75"" - Electric Shad",1250-217,69.9,10
sku-39362146041917,"Shimano Curado, Core, Chronarch, SLX Spool kits - XCR Ultra",,69.9,2
1630-210,"6.5"" Airtail Wiggler - Watermelon Red Flake",,69.4,10
3001-69-M-3X,Orange Crush Logo Tee - 3X,,69.0,3
9663102_6952,Thicc-fil-A - Athletic Heather / 2XL,,69.0,3
8097285_19407,Retro Logo Tee - Navy / 2XL,,69.0,3
MLF-239,Warpig - Purdy Shad,,68.72,8
ST4ZS-1-MB,Standout Drop Shot Hook - Size 1,,68.0,17
XTRPP-4,February's Mystery Popper 4-Pack,,67.96,4
XLFS14-26XL,Trilene XL - 14lb,,67.94,8
IMSBW07,Impact Ignite - Ghost,,67.5,9
HYLSMWP2.75WGT,Minwaow - White Ghost,,67.5,9
Covert-misc,Booyah Covert Spinnerbait - Misc Color,,67.34,8
R1423 MRRC,Rattl'n Vibe One Knock - Matte Raburn Red Crawfish,,66.5,7
NOCHO-18,Ned Ocho - Watermelon Red Flake,,66.28,12
PS-PBC,Prop Spy - Pro Blue Chart,656750687734,66.24,6
MB-PDS-BLUE-L,MONSTERBASS Shorts - Slate Blue / L,,66.12,3
3001-45-M-2X,M Nation Tee (L-2X) - 2X,,66.0,3
GT425-84PK3,Billy Goat - Pearl,,66.0,12
GT425-46PK3,Billy Goat - Green Pumpkin,,66.0,12
D46Z-MB-5/0-3PK,"Fat Gap, 5/0 Bleeding EWG",,66.0,22
6965525_8752,MONSTER/BASS Trucker Cap - Khaki,,66.0,3
BURNER-38-5,Blade Burner | Willow & Colorado Spinnerbait - 3/8 oz / Sexy Cracks,810103810426,66.0,8
6064336_8928,Fishing is Life - Black Heather / 3XL,,66.0,3
1546710_8465,MONSTER/BASS Tee - Dark Grey Heather / 3XL,,66.0,3
PP011,Pistol Pete - Bone,080101369947,65.97,3
MJHB1-BP,Ike's Head Banger Jig - Brown Purple Passion,,65.89,11
BMB02FA529,Bomber Flat A - Bones,,65.89,11
FINSTK2.75-719,"2.75"" Ned Candy - PB&J",8 53514 000956,65.88,12
810103812482,Tungsten Propellor Jig - 1/4oz,810103812482,65.43,11
1702-002,Tungsten Bladed Swimbait Hook - 3/16oz,'876716006434,65.0,13
10-20-GGS-10005C,Googan Squad Clickbait - Sexy Shad,,64.9,10
TRD4-46PK6,"Big TRD - 4"" / Green Pumpkin",,64.87,13
VF-SPIN-WCHART,Spin Doctor Double Willow Spinnerbait - White Chartreuse,,64.0,8
SHAKEY-38-5,Sabertooth Shakey Head Hooks - 3/8 oz / Green Pumpkin,656750688335,64.0,16
RETRO-344-M,Retro Logo Tee - M,,64.0,4
BYSQ12608,Booyah Squelcher Buzzbait - 1/2 oz / Black,,64.0,8
GUIDEPROTECTION-5,Guide Package Protection - $4.90,,63.7,13
