Rank,SKU,Product_Name,Product_Type,Vendor,Revenue,Quantity,Avg_Price,Order_Count,Current_Price,Current_Inventory,Status
1269,sku-49405501964585,"Custom Handmade Bull Cutter Knife – 7.25"" Rasp Tool Steel Blade",Bull Cutter,KBS Knives Store,109.0,1,109.0,1,109.00,2,ACTIVE
1270,LC-6160-3,Slabasaurus Rex - Perch,Panfish Baits,LUNKERCANDY,108.89,12,9.07,12,8.99,0,ARCHIVED
1271,MB-ROLLO6-MCRAW,Rollo 6 - Moss Craw,Crankbaits,MONSTERBASS,108.0,9,12.0,9,12.00,0,ACTIVE
1272,60403NP-TX-2-4U,Wacky/Neko Hook,Hooks,Mustad,108.0,36,3.0,26,3.00,3868,ACTIVE
1273,PPS12-BB,Pacemaker Swim Jig - 1/2oz / Black Blue,Swim Jigs,V&M Baits,108.0,18,6.0,4,6.00,0,ACTIVE
1274,PPS38-GS,Pacemaker Swim Jig - 3/8oz / Glimmer Shad,Swim Jigs,V&M Baits,108.0,18,6.0,4,6.00,0,ACTIVE
1275,mb-gift-psw-3,Platinum Series West: 3 month gift,Gift Box,MONSTERBASS,108.0,3,36.0,3,99.00,0,ARCHIVED
1276,PTCR-6-ghostshad,Head Banger DT-6 - Ghost Shad,Crankbaits,Brand X,107.89,11,9.81,8,9.99,47,ACTIVE
1277,MB-MCRANK-12-CTSHAD,Seeker 12 - Chrome Threadfin Shad,Crankbaits,MONSTERBASS,107.88,12,8.99,1,8.99,0,ARCHIVED
1278,MB-MCRANK-12-PERCH,Seeker 12 - Oneida Perch,Crankbaits,MONSTERBASS,107.88,12,8.99,1,8.99,0,ARCHIVED
1279,CT3-5-12,Squarebill Crankbait - 3-5' Diver / Black Blue,Squarebill,Ark Fishing,107.88,12,8.99,11,8.99,30,ACTIVE
1280,BH-6159-10,HB-75 - Silver Shiner,Jerkbaits,Basshik,107.88,12,8.99,12,8.99,0,DRAFT
1281,CT5-7-08,Squarebill Crankbait - 5-7' Diver / Sexy Perch,Squarebill,Ark Fishing,107.88,12,8.99,12,8.99,9,ACTIVE
1282,VF-CRANK3-PERCH,SC-70 Crankbait - Perch,Crankbaits,Vicious Fishing,107.88,12,8.99,10,8.99,0,ACTIVE
1283,HAMMER-7,MONSTERBASS The Hammer | Colorado Spinnerbait - GrapeApe w/ Colorado Deep Purple,Spinnerbaits,MONSTERBASS,107.2,15,7.15,14,8.00,0,ARCHIVED
1284,ICBM120/02,River2Sea ICBM Glide Bait - Rainbow Trout,Swimbaits,River2Sea,106.88,12,8.91,10,7.99,0,ARCHIVED
1285,SOUR-G,Sour Pickled Green Tomatoes - GALLON,Pickles,Jersey Pickles,106.37,3,35.46,3,37.99,888,ARCHIVED
1286,25060627-black-united-states,Hunting Wildlife Trap Infrared LEDs IR Night Vision Scope Cameras Outdoor Waterproof Cameras A 850nm IR Torch - Black / United States,Hunting Knife,KBS Knives Store,105.99,1,105.99,1,105.99,0,ARCHIVED
1287,GOGMW725NTC,Googan Mondo Worm - 7.25'' 8pk - Night Club,Worms,Googan Baits,105.0,21,5.0,17,5.00,0,ARCHIVED
1288,TS35-357PK6,Z-Man Trick ShotZ - Goby Bryant,Finesse baits,Z-Man Fishing Products,105.0,21,5.0,20,5.00,0,ARCHIVED
1289,DS-ESS-GNF,Grey Frost - Green Lens Polarized,Sunglasses,Detour Sunglasses,105.0,3,35.0,3,35.00,0,ARCHIVED
1290,MB-SHIRT-MHEAD-BLK-2X,Snagglefish Tee - 2X,Shirts,MONSTERBASS,105.0,5,21.0,5,21.00,0,ACTIVE
1291,1546710_6952,MONSTER/BASS Tee - Athletic Heather / 2XL,Shirts,MONSTERBASS.,105.0,5,21.0,5,21.00,9994,ACTIVE
1292,1546710_8927,MONSTER/BASS Tee - Black Heather / 2XL,Shirts,MONSTERBASS.,105.0,5,21.0,5,21.00,9993,ACTIVE
1293,7144145_5518,MONSTER/BASS Crew Neck Sweatshirt - Sport Grey / 2XL,Hoodies & Outerwear,MONSTERBASS.,105.0,3,35.0,3,35.00,9996,ACTIVE
1294,50L-BL,50L Heavy Duty Dry Bag w/ Straps - Black,Dry Bags,Emerge Survival,105.0,1,105.0,1,105.00,294,ACTIVE
1295,sku-49436327084329,"Working Cowboy Knife 8"" Rasp Steel with Resin Handle",Cowboy Knife,KBS Knives Store,105.0,1,105.0,1,105.00,0,ACTIVE
1296,sku-50361370214697,"Concealed Belt Knife with Turquoise Stone Handle 7""",Cowboy Knife,KBS Knives Store,105.0,1,105.0,1,105.00,0,ACTIVE
1297,sku-50825549578537,CUSTOM 3.5 INCH WESTERN KNIFE BELT STYLE – ANTLER HANDLE CATTLEMAN FIXED BLADE,Cowboy Knife,KBS Knives Store,105.0,1,105.0,1,105.00,4,ACTIVE
1298,sku-28982012837952,Handmade Damascus Good Fillet Knife with Rosewood Handle,Fillet Knife,KBS Knives Store,105.0,1,105.0,1,105.00,1,ACTIVE
1299,sku-50145742422313,Bull Cutter Knife with Sheath – Handmade Rasp Steel & Sheep Horn Handle,Bull Cutter,KBS Knives Store,105.0,1,105.0,1,105.00,1,ACTIVE
1300,OLS7000,OL' Salty Reel - OLS7000,Spinning Reel,Favorite Fishing,104.99,1,104.99,1,149.99,103,ACTIVE
1301,PBSC-AM-761H,"Signature Series: Andy Morgan Pro Battle Flipping Rod - Casting: 7'6"" Heavy 1 piece",Casting Rod,Favorite Fishing,104.99,1,104.99,1,149.99,238,ACTIVE
1302,DDFR702MH20,"Defender Spinning Combo - 7'0"" Medium Heavy (2pc) w/ 2000 reel",Rod & Reel Combo,Favorite Fishing,104.99,1,104.99,1,149.99,108,ACTIVE
1303,SKSC-721MH10L,Sick Stick Casting Combo - 7'2 Medium heavy Left hand Combo,Rod & Reel Combo,Favorite Fishing,104.99,1,104.99,1,149.99,375,ACTIVE
1304,YMR-631SUL,"Yampa River Spinning Rod - 6'3"" - Super Ultra Light - Slow",Spinning Rod,Favorite Fishing,104.99,1,104.99,1,149.99,34,ACTIVE
1305,sticker-bb,Beastie Boys Sticker,Stickers,MONSTERBASS,104.0,52,2.0,37,2.00,147,ACTIVE
1306,SKS-711MH20,Sick Stick Spinning Combo - 7'1 Medium Heavy Spinning Combo,Rod & Reel Combo,Favorite Fishing,103.99,1,103.99,1,129.99,281,ACTIVE
1307,SKSC-741H,"Sick Stick Casting Rod - 7'4"" - Heavy - Fast",Casting Rod,Favorite Fishing,103.99,1,103.99,1,129.99,217,ACTIVE
1308,SRW01F65-4,Bucket Get'R Frog - Constantine,Frogs,Bucketmouth Brand,103.9,12,8.66,12,7.00,190,ACTIVE
1309,FS3000,Fire Spinning Reel,Spinning Reel,Favorite Fishing,101.98,2,50.99,2,59.99,577,ACTIVE
1310,MB-TUMBLER-CRACKED,Limited Edition 20 oz. Cracked Out Tumbler,Accessories,MONSTERBASS,101.85,3,33.95,2,33.95,0,ARCHIVED
1311,ACDC-256-2X,MONSTER / BASS - 2X,Shirts,MONSTERBASS,100.0,5,20.0,5,20.00,0,ACTIVE
1312,GOGRNCAD,Googan Rattlin' Ned - Canada Craw,Worms,Googan Baits,100.0,20,5.0,14,5.00,0,ARCHIVED
1313,silver-quarterly,Silver Series: Quarterly,Subscription Box,MONSTERBASS,100.0,5,20.0,5,20.00,999766,ACTIVE
1314,SE3018-01PK3,Swimbait Eye Jigheads - 1/8oz / Gold,Jig Heads,Z-Man Fishing Products,100.0,20,5.0,14,5.00,0,ARCHIVED
1315,MB-SHIRT-DRC-GREY-L,Epic Eric's Dr. Crankenstein - L,Shirts,MONSTERBASS,100.0,5,20.0,5,20.00,63,ACTIVE
1316,3001-45-M-L,M Nation Tee (L-2X) - L,Apparel,MONSTERBASS,100.0,5,20.0,5,20.00,0,ARCHIVED
1317,MB-SHIRT-DGH-GREY-2X,Swimming with the Fishes - 2X,Shirts,MONSTERBASS,100.0,8,12.5,7,20.00,-2,ACTIVE
1318,MB-SHIRT-DGH-GREY-3X,Swimming with the Fishes - 3X,Shirts,MONSTERBASS,100.0,10,10.0,9,20.00,-1,ACTIVE
1319,8919990_8926,Largie Smalls - Black Heather / XL,Shirts,MONSTERBASS.,100.0,5,20.0,5,20.00,9994,ACTIVE
1320,sku-28732073017408,Custom Handmade California Coyote Cowboy Knife | Damascus Blade | Antler Horn-Brass Bolster Handle | 6.25 Inches | Leather Sheath | KBS Knives Store,Cowboy Knife,KBS Knives Store,100.0,1,100.0,1,100.00,0,ACTIVE
1321,sku-50254519697705,"8"" Damascus Ranch Knives and sheaths with Epoxy Pine Cone - One Knife",Cowboy Knife,KBS Knives Store,100.0,1,100.0,1,100.00,6,ACTIVE
1322,sku-50091499847977,"EDC Belt Knife 7.25"" with White Epoxy Resin Handle",Cowboy Knife,KBS Knives Store,100.0,1,100.0,1,100.00,3,ACTIVE
1323,sku-49229137150249,Western Knife and Sheath - Antler & Leather Frontier Set,Cowboy Knife,KBS Knives Store,100.0,1,100.0,1,100.00,0,ACTIVE
1324,sku-50480898244905,"Cowboy Belt Knife 8"" Damascus with Pine-Cone Handle",Cowboy Knife,KBS Knives Store,100.0,1,100.0,1,100.00,0,ACTIVE
1325,sku-48396077531433,SHEPHERD’S EDGE – EDC COWBOY KNIFE WITH RASP FILE STEEL & MOUNTAIN SHEEP HORN - One knife,Cowboy Knife,KBS Knives Store,100.0,1,100.0,1,100.00,0,ACTIVE
1326,sku-46012883730688,"Custom Handmade Cowboy Bull Cutter Knives – 4"" J2 Steel Blade",cowboy belt knives,Texan Knives,100.0,1,100.0,1,100.00,4,ACTIVE
1327,sku-49318413041961,Custom Handmade Damascus Bull Cutter Knife with Epoxy Resin Handle for Sale by KBS Knives Store - Bottom One,Cowboy Knife,KBS Knives Store,100.0,1,100.0,1,100.00,3,ACTIVE
1328,WBR-681ML20,"White Bird Spinning Combo (Old Model) - Whitebird 6'8"" Medium Light with 2000 white bird reel",Rod & Reel Combo,Favorite Fishing,99.99,1,99.99,1,99.99,42,ACTIVE
1329,Gold-Q,October's Gold Box + FREE Hat - Quarry Hat + October Box,InternalUseOnly,MONSTERBASS,99.98,2,49.99,2,49.99,73,ACTIVE
1330,112LN-IG-OP,2026 Orange Crush Hat,Hats,MONSTERBASS,99.8,4,24.95,4,25.00,0,ARCHIVED
1331,MB-PATRIOT3-BMAMBA,The Patriot - old packaging - Black Mamba,Topwater,MONSTERBASS,99.44,17,5.85,14,7.00,0,ARCHIVED
1332,DS-2CS-IS,Core Shot,Panfish Baits,Dockside Custom Baits,99.0,22,4.5,15,4.50,0,ARCHIVED
1333,SC-MULTI-JIG,Multi Pack of 4 ice jigs,Panfish Baits,Signature Catch,99.0,1,99.0,1,0.99,9,ACTIVE
1334,MOON-JIG2PK,Moon Jig 2 Pack,Jig Heads,K&E Tackle,99.0,1,99.0,1,9.00,199,ACTIVE
1335,NSICE-MB,Natural Science Ice,Finesse Baits,TTI,99.0,1,99.0,1,5.00,0,ARCHIVED
1336,sku-49404448538921,"Custom Handmade Bull Cutter Knife – 7"" High-Carbon Steel",Bull Cutter,KBS Knives Store,99.0,1,99.0,1,99.00,4,ACTIVE
1337,sku-50071513563433,"Handmade Cowboy Knife and Sheath – Rasp Steel Blade, Bone Handle, Western Leather Sheath",Cowboy Knife,KBS Knives Store,99.0,1,99.0,1,99.00,0,ACTIVE
1338,sku-26902519283776,Everyday Carry Damascus Steel Folding Pocket Knife with Bone Handle – The BoneCraft,Folding Knife,KBS Knives Store,99.0,1,99.0,1,99.00,52,ACTIVE
1339,BAT-813-BLK-X-12,"FRONTIER DUAL 8"" MOC TOE (STEEL TOE) - 12",Industrial Wedge,Bonanza Boots,99.0,1,99.0,1,99.00,0,ARCHIVED
1340,XTRSBCB03,Tournament Series Squarebill Crankbait - Perch,Squarebill,XCalibur,98.89,11,8.99,6,8.99,0,ARCHIVED
1341,lp-5,5 lb. Club License Plate Frame,Accessories,MONSTERBASS,98.87,13,7.61,13,9.99,67,ACTIVE
1342,YAM-7GL-05-305,Yamamoto Kut Tail Worm - Baby Bass,Worms,Gary Yamamoto,97.86,14,6.99,7,6.99,0,ACTIVE
1343,LL-33,April's Member Exclusive Topwater Bait,Unclassified,Livingston Lures,96.95,6,16.16,6,17.99,0,ARCHIVED
1344,MB-TFJ-38-OC,Tungsten Football Jig - Okeechobee Craw,Football Jigs,MONSTERBASS,96.6,17,5.68,15,6.00,0,ACTIVE
1345,CC6-OC,Castaic Crankbait - Orange Craw,Crankbaits,Castaic,96.0,15,6.4,12,6.00,0,ARCHIVED
1346,SHAKEY-316-1,Sabertooth Shakey Head Hooks - 3/16 oz / Black,Jigs,MONSTERBASS,96.0,24,4.0,16,4.00,0,ARCHIVED
1347,8097285_19409,Retro Logo Tee - Black / 3XL,Shirts,MONSTERBASS.,96.0,4,24.0,4,24.00,9995,ACTIVE
1348,sticker-pbass,Painted Bass,Stickers,MONSTERBASS,96.0,48,2.0,31,2.00,0,ARCHIVED
1349,SS38-76,The Shredder Spinnerbait - White/Chartreuse,Spinnerbaits,Vicious Fishing,96.0,12,8.0,10,8.00,109,ACTIVE
1350,SS38-78,The Shredder Spinnerbait - Spot Remover,Spinnerbaits,Vicious Fishing,96.0,12,8.0,9,8.00,44,ACTIVE
1351,MB-SHIRT-CLASSIC-HGREY-2XL,Classic Logo Tee - 2X / Heather Grey,Apparel,MONSTERBASS,95.95,7,13.71,6,9.99,0,ARCHIVED
1352,250CRSD,Gunfish 115 Topwater Walker - Chartreuse Shad,Topwater,Lucky Craft,95.94,6,15.99,4,15.99,0,ARCHIVED
1353,VF-FROG-BLACK,The Pad Runner - Black,Frogs,Vicious Fishing,95.91,11,8.72,11,7.00,146,ACTIVE
1354,GOGMWNAT,Googan Mondo Worm - 10'' 8pk - Natural,Worms,Googan Baits,95.0,19,5.0,15,5.00,0,DRAFT
1355,sku-32477834248278,"Fillet Knife with Sheath – 8.75"" Damascus Blade",Fillet Knife,KBS Knives Store,95.0,1,95.0,1,95.00,0,ACTIVE
1356,sku-50813058056489,Handmade Cowboy Belt Knife for Buckaroo – File Steel & Turquoise Pine-Cone Resin,Cowboy Knife,KBS Knives Store,95.0,1,95.0,1,95.00,2,ACTIVE
1357,FX-PD35R-ACE-Lantern-Black-Bundle,Fenix PD35R ACE Multi-mode Tactical Flashlight + FREE CL01 Mini Lantern - Fenix PD35R ACE + FREE Mini Lantern (Black),,,94.95,1,94.95,1,,,
1358,FJC-BLK,Flak Jacket Rod Covers: Spinning & Casting - Casting / Black,Fishing Rod Accessories,,94.9,10,9.49,1,,,
1359,NOCHO-101,Ned Ocho - Bama Craw,Worms,Strike King,94.13,17,5.54,12,5.99,0,ARCHIVED
1360,STICKER-MADFISH,Madfish Sticker,Stickers,MONSTERBASS,94.0,70,1.34,62,2.00,0,ARCHIVED
1361,GP-PROTECT-18,Guaranteed Shipping Protection - Level 18,Protection,MONSTERBASS,93.1,1,93.1,1,93.10,-1,ACTIVE
1362,sku-39316516470870,1075 Steel Handmade Hunting Knife,Hunting Knives,KBS Knives Store,93.0,1,93.0,1,93.00,4,ACTIVE
1363,6064336_8929,Fishing is Life - Black Heather / 4XL,Shirts,MONSTERBASS.,92.0,4,23.0,3,23.00,9995,ACTIVE
1364,IMRLLC02,Impact Reactor Lipless - Silver Side,Lipless Crankbait,Lunkerhunt,91.0,13,7.0,11,7.00,0,ARCHIVED
1365,MB-RAGNAR-SEXY,Ragnar - old packaging - Ghost Sexy,Walking Baits,MONSTERBASS,91.0,13,7.0,12,10.00,0,ARCHIVED
1366,SLSDFR7L,Defender Soleus Casting Reel - Defender (left) 7.3:1,Casting Reel,Favorite Fishing,90.99,1,90.99,1,129.99,128,ACTIVE
1367,810103811706,Tungsten Flipping Weights - Black / 3/4 oz - 2pk,Tungsten,1st Contact Tungsten,90.87,13,6.99,6,6.99,25,ACTIVE
1368,32323,Hot Shot Minnow - Green Pumpkin Blue,Soft Swimbaits,X Zone Lures,90.0,18,5.0,14,5.99,164,ACTIVE
1369,mb-subscription-230116,November 2023 - Gold Series,Subscription Box,MONSTERBASS,90.0,3,30.0,3,30.00,0,DRAFT
1370,sticker-hippie,Grateful Fisherman,Stickers,MONSTERBASS,90.0,45,2.0,23,2.00,0,ARCHIVED
1371,TURTLE02,Prop Turtle - Timber,Topwater,Lunkerhunt,90.0,9,10.0,9,10.00,0,ARCHIVED
1372,1702-001,Tungsten Bladed Swimbait Hook - 1/8oz,Hooks,1st Contact Tungsten,90.0,18,5.0,10,5.00,150,ACTIVE
1373,MLF-355,Hardcore Shad - Ghost Pro Blue,Crankbaits,Yo-Zuri,90.0,9,10.0,4,10.00,0,ACTIVE
1374,sku-26902738501696,New Custom Handmade Damascus Steel Steak Blade Pocket Knife With  Corkscrew Wine Opener,Damascus Knife,KBS Knives Store,90.0,1,90.0,1,90.00,0,ACTIVE
1375,sku-28802917105728,Custom Handmade Cowboy Bull Cutter Knife – Rasp Steel Blade & Resin Handle,Cowboy Knife,KBS Knives Store,90.0,1,90.0,1,90.00,0,ACTIVE
1376,sku-28405382316128,"Bull Shad Slow Sink - 11"" / Gizzard",Swimbaits,Bull Shad Swimbaits,89.99,1,89.99,1,89.99,0,ACTIVE
1377,CT3-5-17,Squarebill Crankbait - 3-5' Diver / Ghost Sexy Shad,Squarebill,Ark Fishing,89.9,10,8.99,10,8.99,30,ACTIVE
1378,FINSTK2.75-736,"2.75"" Ned Candy - Green Pumpkin Red",Soft Swimbaits,Vicious Fishing,89.85,15,5.99,11,4.99,0,ACTIVE
1379,B8-FYRE-PERCH,Fyre Shad - Plasma Perch,Crankbaits,B8 Lab,89.5,10,8.95,10,8.99,0,DRAFT
1380,B8-FYRE-FREEZE,Fyre Shad - Fyre Freeze,Crankbaits,B8 Lab,89.5,10,8.95,10,8.99,0,DRAFT
1381,XTFS10-15XT,Berkley Trilene XT - 10 lb. - Clear,Fluorocarbon,Berkley,89.25,15,5.95,15,5.95,7,ACTIVE
1382,MBCF35-DBLO,Craw Father,Craws & Creatures,Missile Baits,89.11,19,4.69,15,4.69,0,ARCHIVED
1383,CT3-5-14,Squarebill Crankbait - 3-5' Diver / Mystic Gizzard,Squarebill,Ark Fishing,88.91,10,8.89,10,8.99,31,ACTIVE
1384,S12-22,Seeker 12 - Candy Apple Craw,Crankbaits,MONSTERBASS,88.91,10,8.89,9,8.00,0,ACTIVE
1385,SHAKEY-316-5,Sabertooth Shakey Head Hooks - 3/16 oz / Green Pumpkin,Jigs,MONSTERBASS,88.0,22,4.0,12,4.00,0,ARCHIVED
1386,3001-06-DEW-3X,Vintage MB Tee - 3X,Apparel,MONSTERBASS,88.0,4,22.0,3,22.00,0,ARCHIVED
1387,6965525_8746,MONSTER/BASS Trucker Cap - White,Hats,MONSTERBASS.,88.0,4,22.0,4,25.00,9995,ACTIVE
1388,6965525_8751,MONSTER/BASS Trucker Cap - Navy,Hats,MONSTERBASS.,88.0,4,22.0,4,25.00,9994,ACTIVE
1389,6410173_8746,MONSTER/BASS Hat - White,Hats,MONSTERBASS.,88.0,4,22.0,4,25.00,9995,ACTIVE
1390,DDFRC-731MH,"Defender Casting Rod - Defender Casting Rod 7'3"" MH",Casting Rod,Favorite Fishing,87.99,1,87.99,1,109.99,9,ACTIVE
1391,MB-SHIRT-CLASSIC-HGREY-S,Classic Logo Tee - S / Heather Grey,Apparel,MONSTERBASS,87.94,7,12.56,5,9.99,0,ARCHIVED
1392,HERC5-259,"Herculez Swimbait 5"" - Bad Shad",Soft Swimbaits,Z-Man Fishing Products,87.92,8,10.99,3,10.99,0,ARCHIVED
1393,XLFS10-22XL,Berkley Trilene XL - 8 lb.,Fishing Line,Berkley,87.81,15,5.85,7,8.00,0,ARCHIVED
1394,MB-PDSP-BLK-2X,MONSTERBASS Sweatpants - Black / 2X,Hoodies & Outerwear,MONSTERBASS,87.0,3,29.0,3,29.00,0,ARCHIVED
1395,MB-PDSP-CAMO-S,MONSTERBASS Sweatpants - Forest Camo / S,Hoodies & Outerwear,MONSTERBASS,87.0,3,29.0,3,29.00,0,ARCHIVED
1396,9005355_5600,Retro Logo Hoodie - Navy / 4XL,Hoodies & Outerwear,MONSTERBASS,86.0,2,43.0,2,43.00,9997,ACTIVE
1397,sticker-monsterboro,Monsterboro Sticker,Stickers,MONSTERBASS,86.0,43,2.0,28,2.00,496,ACTIVE
1398,S8-9,Seeker 8 - Blue Sexy,Crankbaits,MONSTERBASS,84.95,10,8.5,7,8.00,33,ACTIVE
1399,MB-TFW-716-2,Tungsten Flipping Weights - 7/16oz - 2 pack,Tungsten,MONSTERBASS,84.5,13,6.5,10,6.50,0,ARCHIVED
1400,SHAKEY-14-1,Sabertooth Shakey Head Hooks - 1/4 oz / Black,Jigs,MONSTERBASS,84.0,21,4.0,18,4.00,0,ARCHIVED
1401,MB-SHIRT-ENJOY-GREEN-2XL,Enjoy Monsterbass - 2X / Green,Apparel,MONSTERBASS,84.0,4,21.0,3,21.00,0,ARCHIVED
1402,1546710_8464,MONSTER/BASS Tee - Dark Grey Heather / 2XL,Shirts,MONSTERBASS.,84.0,4,21.0,4,21.00,9995,ACTIVE
1403,STICKER-FIRE,Firey Bass Sticker,Stickers,MONSTERBASS,84.0,42,2.0,12,2.00,0,ARCHIVED
1404,6373292_13898,MONSTER/BASS Hoodie - Military Green / 3XL,Hoodies & Outerwear,MONSTERBASS.,84.0,2,42.0,2,42.00,9997,ACTIVE
1405,6373292_13420,MONSTER/BASS Hoodie - Carbon Grey / 3XL,Hoodies & Outerwear,MONSTERBASS.,84.0,2,42.0,2,42.00,9997,ACTIVE
1406,2526641_15591,Monsterboro - Bone / 2XL,Hoodies & Outerwear,MONSTERBASS.,84.0,2,42.0,2,42.00,9996,ACTIVE
1407,2526641_15636,Monsterboro - White / 2XL,Hoodies & Outerwear,MONSTERBASS.,84.0,2,42.0,2,42.00,9997,ACTIVE
1408,YAM-7GL-05-301,Yamamoto Kut Tail Worm - Green Pumpkin with Green and Purple Flake,Worms,Gary Yamamoto,83.88,12,6.99,8,6.99,46,ACTIVE
1409,SBTJML-1/4,Spro Bucktail Jig - 1/4 / Mullet,Bucktail Jig,SPRO,83.86,14,5.99,11,5.99,36,ACTIVE
1410,GP-PROTECT-17,Guaranteed Shipping Protection - Level 17,Protection,MONSTERBASS,83.3,1,83.3,1,83.30,-1,ACTIVE
1411,SSB38-203,Swinging Sugar Buzzbait - CHARTREUSE WHITE / 3/8 oz,Buzzbaits,Strike King,82.5,11,7.5,9,7.50,0,ARCHIVED
1412,IMFSQ01,Impact Jolt Squarebill - Sassy,Squarebill,Lunkerhunt,82.39,11,7.49,11,7.49,0,ARCHIVED
1413,7251646_11495,"Red, White & MONSTERBASS - Navy Blazer / 2XL",Hoodies & Outerwear,MONSTERBASS.,82.0,2,41.0,2,41.00,9997,ACTIVE
1414,6373292_11485,MONSTER/BASS Hoodie - Charcoal Heather / 2XL,Hoodies & Outerwear,MONSTERBASS.,82.0,2,41.0,2,41.00,9997,ACTIVE
1415,9005355_12993,Retro Logo Hoodie - Military Green / 2XL,Hoodies & Outerwear,MONSTERBASS,82.0,2,41.0,2,41.00,9997,ACTIVE
1416,TCVSJ34-900,Strike King Thunder Cricket - 3/4 oz / Fire Craw,Bladed Jigs,Strike King,81.93,7,11.7,4,13.99,42,ACTIVE
1417,ZM-SPINNER-MISC,Z-Man SlingbladeZ Spinnerbait,,,81.0,9,9.0,8,,,
1418,MISC-SKSD,KVD Sexy Dawg - Misc Colors,Topwater,Strike King,81.0,9,9.0,8,9.00,0,ARCHIVED
1419,MB-SHHEAD-15-MSHAD,Hammerhead – Alex Rudd Edition - Magic Shad (Limited Edition),Squarebill,MONSTERBASS,80.91,9,8.99,9,8.00,0,ARCHIVED
1420,GOGRNMUM,Googan Rattlin' Ned - Mud Minnow,Worms,Googan Baits,80.0,16,5.0,15,5.00,0,ARCHIVED
1421,00120,"B-Vibe - 1.5"" / Black",Soft Swimbaits,Euro Tackle,80.0,20,4.0,15,4.00,135,ACTIVE
1422,HCBPM-513,Bitsy Pond Minnow CB - Fire Tiger,Crankbaits,Strike King,80.0,16,5.0,15,5.00,0,DRAFT
1423,mlf-subscription-1,MLF Edition: 1 month,Subscription Box,MONSTERBASS,80.0,2,40.0,2,40.00,0,ARCHIVED
1424,RETRO-344-3X,Retro Logo Tee - 3X,Shirts,MONSTERBASS,80.0,4,20.0,4,18.00,0,ACTIVE
1425,TEAM-06-2X,Team MONSTERBASS - 2X,Apparel,MONSTERBASS,80.0,4,20.0,4,10.00,0,ARCHIVED
1426,3001-69-M-L,Orange Crush Logo Tee (L-2X) - L,Shirts,MONSTERBASS,80.0,4,20.0,4,20.00,22,ACTIVE
1427,MB-WSHIRT-CLASSIC-GREY-L,Women’s Classic Logo Tee - L,Apparel,MONSTERBASS,80.0,6,13.33,6,10.00,0,ARCHIVED
1428,MB-SHIRT-WBURGER-DRKHGREY-L,MONSTERBURGER - L / Dark Heather Grey,Shirts,MONSTERBASS,80.0,4,20.0,3,20.00,7,ACTIVE
1429,7251646_11492,"Red, White & MONSTERBASS - Navy Blazer / M",Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1430,MB-BLK-RWHTPUF-L/XL,Retro Puff Fitted Hat - L/XL,Hats,MONSTERBASS,80.0,4,20.0,4,20.00,0,ARCHIVED
1431,3091993_10787,Largie Smalls - Carbon Grey / XL,Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1432,4645155_5533,Fishing is Life Hoodie - Black / XL,Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1433,TURTLE03,Prop Turtle - Neon,Topwater,Lunkerhunt,80.0,8,10.0,7,10.00,0,ARCHIVED
1434,7251646_11494,"Red, White & MONSTERBASS - Navy Blazer / XL",Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1435,3091993_13419,Largie Smalls - Charcoal Heather / 3XL,Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1436,5019978_10786,Fish Better Hoodie - Carbon Grey / L,Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1437,6373292_11484,MONSTER/BASS Hoodie - Charcoal Heather / XL,Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1438,9005355_5532,Retro Logo Hoodie - Black / L,Hoodies & Outerwear,MONSTERBASS,80.0,2,40.0,2,40.00,9997,ACTIVE
1439,CBCFL38-06,Chatterbait Freedom - 3/8oz / Money Maker,Bladed Jigs,Z-Man Fishing Products,80.0,10,8.0,8,8.00,0,ARCHIVED
1440,4645155_12991,Fishing is Life Hoodie - Military Green / L,Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1441,6373292_10787,MONSTER/BASS Hoodie - Carbon Grey / XL,Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9997,ACTIVE
1442,6064336_8441,Fishing is Life - Army / M,Shirts,MONSTERBASS.,80.0,4,20.0,4,20.00,9995,ACTIVE
1443,SS38-77,The Shredder Spinnerbait - Mouse,Spinnerbaits,Vicious Fishing,80.0,10,8.0,9,8.00,111,ACTIVE
1444,2526641_15588,Monsterboro - Bone / M,Hoodies & Outerwear,MONSTERBASS.,80.0,2,40.0,2,40.00,9998,ACTIVE
1445,BYSQ38644,Booyah Squelcher Buzzbait - 3/8 oz / Citrus Shad,Buzzbaits,Booyah,80.0,10,8.0,1,8.00,0,ARCHIVED
1446,9005355_12991,Retro Logo Hoodie - Military Green / L,Hoodies & Outerwear,MONSTERBASS,80.0,2,40.0,2,40.00,9996,ACTIVE
